emailId,subject,sender,label
email-532,Team Meeting Reminder,manager@company.com,legitimate
email-533,Congratulations Winner!,promo@lottery-ng.com,phishing
email-534,Password Expiry Notice,it-support@securemail.com,phishing
email-535,Team Meeting Reminder,manager@company.com,legitimate
email-536,BVN Update Required,noreply@fakebank.com,phishing
email-537,Team Meeting Reminder,manager@company.com,legitimate
email-538,Password Expiry Notice,it-support@securemail.com,phishing
email-539,Monthly Report,admin@company.com,legitimate
email-540,Order Delivered,sales@shop.com,legitimate
email-541,Monthly Report,admin@company.com,legitimate
email-542,Team Meeting Reminder,manager@company.com,legitimate
email-543,Monthly Report,admin@company.com,legitimate
email-544,Congratulations Winner!,promo@lottery-ng.com,phishing
email-545,Congratulations Winner!,promo@lottery-ng.com,phishing
email-546,Password Expiry Notice,it-support@securemail.com,phishing
email-547,Account suspended alert,support@bank-secure.com,phishing
email-548,Order Delivered,sales@shop.com,legitimate
email-549,Salary Payment Notification,hr@company.com,legitimate
email-550,Congratulations Winner!,promo@lottery-ng.com,phishing
email-551,BVN Update Required,noreply@fakebank.com,phishing
email-552,Team Meeting Reminder,manager@company.com,legitimate
email-553,Order Delivered,sales@shop.com,legitimate
email-554,Salary Payment Notification,hr@company.com,legitimate
email-555,BVN Update Required,noreply@fakebank.com,phishing
email-556,BVN Update Required,noreply@fakebank.com,phishing
email-557,Salary Payment Notification,hr@company.com,legitimate
email-558,Salary Payment Notification,hr@company.com,legitimate
email-559,Monthly Report,admin@company.com,legitimate
email-560,Password Expiry Notice,it-support@securemail.com,phishing
email-561,Password Expiry Notice,it-support@securemail.com,phishing
email-562,BVN Update Required,noreply@fakebank.com,phishing
email-563,Congratulations Winner!,promo@lottery-ng.com,phishing
email-564,Team Meeting Reminder,manager@company.com,legitimate
email-565,Team Meeting Reminder,manager@company.com,legitimate
email-566,Account suspended alert,support@bank-secure.com,phishing
email-567,BVN Update Required,noreply@fakebank.com,phishing
email-568,Monthly Report,admin@company.com,legitimate
email-569,Account suspended alert,support@bank-secure.com,phishing
email-570,BVN Update Required,noreply@fakebank.com,phishing
email-571,Password Expiry Notice,it-support@securemail.com,phishing
email-572,Salary Payment Notification,hr@company.com,legitimate
email-573,Monthly Report,admin@company.com,legitimate
email-574,Account suspended alert,support@bank-secure.com,phishing
email-575,Salary Payment Notification,hr@company.com,legitimate
email-576,Order Delivered,sales@shop.com,legitimate
email-577,Salary Payment Notification,hr@company.com,legitimate
email-578,Congratulations Winner!,promo@lottery-ng.com,phishing
email-579,Account suspended alert,support@bank-secure.com,phishing
email-580,Account suspended alert,support@bank-secure.com,phishing
email-581,BVN Update Required,noreply@fakebank.com,phishing
email-582,Salary Payment Notification,hr@company.com,legitimate
email-583,Order Delivered,sales@shop.com,legitimate
email-584,Monthly Report,admin@company.com,legitimate
email-585,Salary Payment Notification,hr@company.com,legitimate
email-586,Password Expiry Notice,it-support@securemail.com,phishing
email-587,Account suspended alert,support@bank-secure.com,phishing
email-588,Salary Payment Notification,hr@company.com,legitimate
email-589,Congratulations Winner!,promo@lottery-ng.com,phishing
email-590,Account suspended alert,support@bank-secure.com,phishing
email-591,Salary Payment Notification,hr@company.com,legitimate
email-592,Account suspended alert,support@bank-secure.com,phishing
email-593,Account suspended alert,support@bank-secure.com,phishing
email-594,Account suspended alert,support@bank-secure.com,phishing
email-595,Monthly Report,admin@company.com,legitimate
email-596,BVN Update Required,noreply@fakebank.com,phishing
email-597,Password Expiry Notice,it-support@securemail.com,phishing
email-598,Order Delivered,sales@shop.com,legitimate
email-599,BVN Update Required,noreply@fakebank.com,phishing
email-600,BVN Update Required,noreply@fakebank.com,phishing
email-601,Password Expiry Notice,it-support@securemail.com,phishing
email-602,Congratulations Winner!,promo@lottery-ng.com,phishing
email-603,Monthly Report,admin@company.com,legitimate
email-604,BVN Update Required,noreply@fakebank.com,phishing
email-605,BVN Update Required,noreply@fakebank.com,phishing
email-606,BVN Update Required,noreply@fakebank.com,phishing
email-607,BVN Update Required,noreply@fakebank.com,phishing
email-608,Monthly Report,admin@company.com,legitimate
email-609,BVN Update Required,noreply@fakebank.com,phishing
email-610,Salary Payment Notification,hr@company.com,legitimate
email-611,Monthly Report,admin@company.com,legitimate
email-612,Password Expiry Notice,it-support@securemail.com,phishing
email-613,Password Expiry Notice,it-support@securemail.com,phishing
email-614,BVN Update Required,noreply@fakebank.com,phishing
email-615,Monthly Report,admin@company.com,legitimate
email-616,Account suspended alert,support@bank-secure.com,phishing
email-617,BVN Update Required,noreply@fakebank.com,phishing
email-618,Monthly Report,admin@company.com,legitimate
email-619,Account suspended alert,support@bank-secure.com,phishing
email-620,Congratulations Winner!,promo@lottery-ng.com,phishing
email-621,BVN Update Required,noreply@fakebank.com,phishing
email-622,Congratulations Winner!,promo@lottery-ng.com,phishing
email-623,Order Delivered,sales@shop.com,legitimate
email-624,Password Expiry Notice,it-support@securemail.com,phishing
email-625,Password Expiry Notice,it-support@securemail.com,phishing
email-626,Salary Payment Notification,hr@company.com,legitimate
email-627,Congratulations Winner!,promo@lottery-ng.com,phishing
email-628,Monthly Report,admin@company.com,legitimate
email-629,Order Delivered,sales@shop.com,legitimate
email-630,Order Delivered,sales@shop.com,legitimate
email-631,Team Meeting Reminder,manager@company.com,legitimate
email-632,Team Meeting Reminder,manager@company.com,legitimate
email-633,Account suspended alert,support@bank-secure.com,phishing
email-634,Congratulations Winner!,promo@lottery-ng.com,phishing
email-635,Congratulations Winner!,promo@lottery-ng.com,phishing
email-636,Salary Payment Notification,hr@company.com,legitimate
email-637,Monthly Report,admin@company.com,legitimate
email-638,BVN Update Required,noreply@fakebank.com,phishing
email-639,BVN Update Required,noreply@fakebank.com,phishing
email-640,Monthly Report,admin@company.com,legitimate
email-641,Team Meeting Reminder,manager@company.com,legitimate
email-642,Monthly Report,admin@company.com,legitimate
email-643,BVN Update Required,noreply@fakebank.com,phishing
email-644,Account suspended alert,support@bank-secure.com,phishing
email-645,Password Expiry Notice,it-support@securemail.com,phishing
email-646,Salary Payment Notification,hr@company.com,legitimate
email-647,BVN Update Required,noreply@fakebank.com,phishing
email-648,Salary Payment Notification,hr@company.com,legitimate
email-649,Congratulations Winner!,promo@lottery-ng.com,phishing
email-650,Order Delivered,sales@shop.com,legitimate
email-651,Password Expiry Notice,it-support@securemail.com,phishing
email-652,Salary Payment Notification,hr@company.com,legitimate
email-653,Team Meeting Reminder,manager@company.com,legitimate
email-654,Account suspended alert,support@bank-secure.com,phishing
email-655,Salary Payment Notification,hr@company.com,legitimate
email-656,Team Meeting Reminder,manager@company.com,legitimate
email-657,Account suspended alert,support@bank-secure.com,phishing
email-658,Order Delivered,sales@shop.com,legitimate
email-659,Team Meeting Reminder,manager@company.com,legitimate
email-660,BVN Update Required,noreply@fakebank.com,phishing
email-661,BVN Update Required,noreply@fakebank.com,phishing
email-662,BVN Update Required,noreply@fakebank.com,phishing
email-663,Order Delivered,sales@shop.com,legitimate
email-664,Congratulations Winner!,promo@lottery-ng.com,phishing
email-665,Account suspended alert,support@bank-secure.com,phishing
email-666,Order Delivered,sales@shop.com,legitimate
email-667,Team Meeting Reminder,manager@company.com,legitimate
email-668,Congratulations Winner!,promo@lottery-ng.com,phishing
email-669,Account suspended alert,support@bank-secure.com,phishing
email-670,Order Delivered,sales@shop.com,legitimate
email-671,Password Expiry Notice,it-support@securemail.com,phishing
email-672,Congratulations Winner!,promo@lottery-ng.com,phishing
email-673,Account suspended alert,support@bank-secure.com,phishing
email-674,Order Delivered,sales@shop.com,legitimate
email-675,Monthly Report,admin@company.com,legitimate
email-676,Congratulations Winner!,promo@lottery-ng.com,phishing
email-677,Team Meeting Reminder,manager@company.com,legitimate
email-678,Salary Payment Notification,hr@company.com,legitimate
email-679,BVN Update Required,noreply@fakebank.com,phishing
email-680,Salary Payment Notification,hr@company.com,legitimate
email-681,Team Meeting Reminder,manager@company.com,legitimate
email-682,Congratulations Winner!,promo@lottery-ng.com,phishing
email-683,Monthly Report,admin@company.com,legitimate
email-684,Congratulations Winner!,promo@lottery-ng.com,phishing
email-685,Salary Payment Notification,hr@company.com,legitimate
email-686,Congratulations Winner!,promo@lottery-ng.com,phishing
email-687,Team Meeting Reminder,manager@company.com,legitimate
email-688,Monthly Report,admin@company.com,legitimate
email-689,Password Expiry Notice,it-support@securemail.com,phishing
email-690,Team Meeting Reminder,manager@company.com,legitimate
email-691,BVN Update Required,noreply@fakebank.com,phishing
email-692,BVN Update Required,noreply@fakebank.com,phishing
email-693,Salary Payment Notification,hr@company.com,legitimate
email-694,Team Meeting Reminder,manager@company.com,legitimate
email-695,BVN Update Required,noreply@fakebank.com,phishing
email-696,Congratulations Winner!,promo@lottery-ng.com,phishing
email-697,Team Meeting Reminder,manager@company.com,legitimate
email-698,BVN Update Required,noreply@fakebank.com,phishing
email-699,Congratulations Winner!,promo@lottery-ng.com,phishing
email-700,Salary Payment Notification,hr@company.com,legitimate
email-701,Salary Payment Notification,hr@company.com,legitimate
email-702,Congratulations Winner!,promo@lottery-ng.com,phishing
email-703,Congratulations Winner!,promo@lottery-ng.com,phishing
email-704,Salary Payment Notification,hr@company.com,legitimate
email-705,Congratulations Winner!,promo@lottery-ng.com,phishing
email-706,Team Meeting Reminder,manager@company.com,legitimate
email-707,BVN Update Required,noreply@fakebank.com,phishing
email-708,Team Meeting Reminder,manager@company.com,legitimate
email-709,Congratulations Winner!,promo@lottery-ng.com,phishing
email-710,Account suspended alert,support@bank-secure.com,phishing
email-711,Order Delivered,sales@shop.com,legitimate
email-712,Congratulations Winner!,promo@lottery-ng.com,phishing
email-713,Password Expiry Notice,it-support@securemail.com,phishing
email-714,Monthly Report,admin@company.com,legitimate
email-715,Order Delivered,sales@shop.com,legitimate
email-716,BVN Update Required,noreply@fakebank.com,phishing
email-717,Monthly Report,admin@company.com,legitimate
email-718,Salary Payment Notification,hr@company.com,legitimate
email-719,Password Expiry Notice,it-support@securemail.com,phishing
email-720,Salary Payment Notification,hr@company.com,legitimate
email-721,Account suspended alert,support@bank-secure.com,phishing
email-722,Congratulations Winner!,promo@lottery-ng.com,phishing
email-723,Salary Payment Notification,hr@company.com,legitimate
email-724,Account suspended alert,support@bank-secure.com,phishing
email-725,Congratulations Winner!,promo@lottery-ng.com,phishing
email-726,Account suspended alert,support@bank-secure.com,phishing
email-727,Order Delivered,sales@shop.com,legitimate
email-728,BVN Update Required,noreply@fakebank.com,phishing
email-729,BVN Update Required,noreply@fakebank.com,phishing
email-730,Team Meeting Reminder,manager@company.com,legitimate
email-731,Team Meeting Reminder,manager@company.com,legitimate
email-732,Order Delivered,sales@shop.com,legitimate
email-733,BVN Update Required,noreply@fakebank.com,phishing
email-734,Password Expiry Notice,it-support@securemail.com,phishing
email-735,Congratulations Winner!,promo@lottery-ng.com,phishing
email-736,Order Delivered,sales@shop.com,legitimate
email-737,Salary Payment Notification,hr@company.com,legitimate
email-738,Team Meeting Reminder,manager@company.com,legitimate
email-739,Salary Payment Notification,hr@company.com,legitimate
email-740,Account suspended alert,support@bank-secure.com,phishing
email-741,Monthly Report,admin@company.com,legitimate
email-742,BVN Update Required,noreply@fakebank.com,phishing
email-743,BVN Update Required,noreply@fakebank.com,phishing
email-744,Monthly Report,admin@company.com,legitimate
email-745,Salary Payment Notification,hr@company.com,legitimate
email-746,Congratulations Winner!,promo@lottery-ng.com,phishing
email-747,Account suspended alert,support@bank-secure.com,phishing
email-748,Team Meeting Reminder,manager@company.com,legitimate
email-749,Team Meeting Reminder,manager@company.com,legitimate
email-750,Monthly Report,admin@company.com,legitimate
email-751,Salary Payment Notification,hr@company.com,legitimate
email-752,Salary Payment Notification,hr@company.com,legitimate
email-753,Monthly Report,admin@company.com,legitimate
email-754,Team Meeting Reminder,manager@company.com,legitimate
email-755,Congratulations Winner!,promo@lottery-ng.com,phishing
email-756,Account suspended alert,support@bank-secure.com,phishing
email-757,Team Meeting Reminder,manager@company.com,legitimate
email-758,Account suspended alert,support@bank-secure.com,phishing
email-759,Congratulations Winner!,promo@lottery-ng.com,phishing
email-760,BVN Update Required,noreply@fakebank.com,phishing
email-761,Team Meeting Reminder,manager@company.com,legitimate
email-762,BVN Update Required,noreply@fakebank.com,phishing
email-763,Congratulations Winner!,promo@lottery-ng.com,phishing
email-764,Congratulations Winner!,promo@lottery-ng.com,phishing
email-765,Password Expiry Notice,it-support@securemail.com,phishing
email-766,Account suspended alert,support@bank-secure.com,phishing
email-767,Monthly Report,admin@company.com,legitimate
email-768,Team Meeting Reminder,manager@company.com,legitimate
email-769,Password Expiry Notice,it-support@securemail.com,phishing
email-770,BVN Update Required,noreply@fakebank.com,phishing
email-771,Account suspended alert,support@bank-secure.com,phishing
email-772,Monthly Report,admin@company.com,legitimate
email-773,Order Delivered,sales@shop.com,legitimate
email-774,Account suspended alert,support@bank-secure.com,phishing
email-775,Password Expiry Notice,it-support@securemail.com,phishing
email-776,Salary Payment Notification,hr@company.com,legitimate
email-777,Account suspended alert,support@bank-secure.com,phishing
email-778,Order Delivered,sales@shop.com,legitimate
email-779,Salary Payment Notification,hr@company.com,legitimate
email-780,Team Meeting Reminder,manager@company.com,legitimate
email-781,Team Meeting Reminder,manager@company.com,legitimate
email-782,Order Delivered,sales@shop.com,legitimate
email-783,Team Meeting Reminder,manager@company.com,legitimate
email-784,Password Expiry Notice,it-support@securemail.com,phishing
email-785,Password Expiry Notice,it-support@securemail.com,phishing
email-786,Congratulations Winner!,promo@lottery-ng.com,phishing
email-787,Account suspended alert,support@bank-secure.com,phishing
email-788,Password Expiry Notice,it-support@securemail.com,phishing
email-789,Account suspended alert,support@bank-secure.com,phishing
email-790,Order Delivered,sales@shop.com,legitimate
email-791,Team Meeting Reminder,manager@company.com,legitimate
email-792,Password Expiry Notice,it-support@securemail.com,phishing
email-793,Monthly Report,admin@company.com,legitimate
email-794,Password Expiry Notice,it-support@securemail.com,phishing
email-795,Congratulations Winner!,promo@lottery-ng.com,phishing
email-796,Congratulations Winner!,promo@lottery-ng.com,phishing
email-797,BVN Update Required,noreply@fakebank.com,phishing
email-798,BVN Update Required,noreply@fakebank.com,phishing
email-799,Order Delivered,sales@shop.com,legitimate
email-800,Monthly Report,admin@company.com,legitimate
